Country,Country_Code,Year,Arrivals_in_Thousands,Departures_in_Thousands,Expenditures_in_USD_Millions,Receipts_in_USD_Millions
Trinidad and Tobago,TTO,2008,437.0,,557.0,102.0
Tunisia,TUN,2008,7050.0,3118.0,3909.0,555.0
Turkey,TUR,2008,29792.0,4893.0,26446.0,4509.0
Tuvalu,TUV,2008,1.7,,1.9,8.4
Tanzania,TZA,2008,750.0,,1293.0,746.0
Uganda,UGA,2008,844.0,337.0,536.0,315.0
Ukraine,UKR,2008,25449.0,15499.0,6722.0,4585.0
Upper middle income,UMC,2008,247273.06081598598,177401.640206669,217198.675821057,160805.493327614
Uruguay,URY,2008,1938.0,734.0,1195.0,466.0
United States,USA,2008,58007.0,63653.0,164721.0,119838.0
Uzbekistan,UZB,2008,1069.0,,64.0,
St. Vincent and the Grenadines,VCT,2008,84.0,,96.0,18.0
"Venezuela, RB",VEN,2008,699.0,1745.0,1097.0,2745.0
British Virgin Islands,VGB,2008,346.0,166.0,446.0,
Virgin Islands (U.S.),VIR,2008,574.0,,1157.0,
Vietnam,VNM,2008,4236.0,,3930.0,1300.0
Vanuatu,VUT,2008,90.5,19.0,188.0,32.0
World,WLD,2008,936360.913440568,1100156.5766219401,1122335.8566254398,1035593.76538733
Samoa,WSM,2008,118.0,53.0,111.6,21.6
Kosovo,XKX,2008,,,,
"Yemen, Rep.",YEM,2008,1023.0,,886.0,246.0
South Africa,ZAF,2008,9592.0,,9178.0,6905.0
Zambia,ZMB,2008,812.0,,542.0,164.0
Zimbabwe,ZWE,2008,1956.0,593.0,294.0,
Aruba,ABW,2009,813.0,,1223.0,264.0
Afghanistan,AFG,2009,,,89.0,70.0
Angola,AGO,2009,366.0,,554.0,270.0
Albania,ALB,2009,1711.0,3404.0,2012.0,1691.0
Andorra,AND,2009,1830.0,,,
Arab World,ARB,2009,73727.4877282152,,64033.250220272595,60110.4478162705
United Arab Emirates,ARE,2009,,,7352.0,10347.0
Argentina,ARG,2009,4308.0,4981.0,4455.0,5808.0
Armenia,ARM,2009,575.0,526.0,570.0,496.0
American Samoa,ASM,2009,23.5,,,
Antigua and Barbuda,ATG,2009,234.0,,305.0,54.0
Australia,AUS,2009,5490.0,6276.0,26909.0,22680.0
Austria,AUT,2009,21355.0,10121.0,19154.0,10817.0
Azerbaijan,AZE,2009,1005.0,2363.0,545.0,488.0
Burundi,BDI,2009,212.0,,1.7,71.0
Belgium,BEL,2009,6815.0,8775.0,11423.0,19045.0
Benin,BEN,2009,190.0,,131.4,88.0
Burkina Faso,BFA,2009,269.0,,99.0,111.0
Bangladesh,BGD,2009,267.0,2254.0,77.0,651.0
Bulgaria,BGR,2009,5739.0,4993.0,4273.0,1955.0
Bahrain,BHR,2009,8861.0,,1873.0,597.0
"Bahamas, The",BHS,2009,1327.0,,2025.0,386.0
Bosnia and Herzegovina,BIH,2009,311.0,,753.0,285.0
Belarus,BLR,2009,95.0,316.0,563.0,752.0
Belize,BLZ,2009,232.0,,256.0,43.0
Bermuda,BMU,2009,236.0,,366.0,407.0
Bolivia,BOL,2009,599.0,518.0,306.0,388.0
Brazil,BRA,2009,4802.0,4920.0,5635.0,12897.0
Barbados,BRB,2009,519.0,,1122.0,293.0
Brunei Darussalam,BRN,2009,157.0,,254.0,477.0
Bhutan,BTN,2009,23.0,,51.0,34.0
Botswana,BWA,2009,1721.0,,663.6,232.4
Central African Republic,CAF,2009,52.4,,7.5,61.0
Canada,CAN,2009,15737.0,26204.0,15568.0,30065.0
Central Europe and the Baltics,CEB,2009,51124.0,95151.0,48387.0,26468.0
Switzerland,CHE,2009,8294.0,10453.0,16667.0,12990.0
Channel Islands,CHI,2009,,,,
Chile,CHL,2009,2760.0,1909.3,2380.0,1511.0
China,CHN,2009,50875.0,47656.0,39675.0,43702.0
Cote d'Ivoire,CIV,2009,231.0,,164.0,589.0
Cameroon,CMR,2009,498.0,,271.0,476.0
"Congo, Dem. Rep.",COD,2009,53.0,,24.0,121.0
"Congo, Rep.",COG,2009,94.0,,85.0,549.0
Colombia,COL,2009,2364.0,2122.0,3050.0,2801.0
Comoros,COM,2009,11.3,,32.3,30.0
Cabo Verde,CPV,2009,287.0,,349.0,145.0
Costa Rica,CRI,2009,1923.0,579.0,2216.0,500.0
Caribbean small states,CSS,2009,5479.0,,7087.0,1353.0
Cuba,CUB,2009,2405.0,206.0,2249.0,
Curacao,CUW,2009,367.0,,378.0,258.0
Cayman Islands,CYM,2009,272.0,,458.0,120.0
Cyprus,CYP,2009,2141.0,1172.0,2455.917,1740.451
Czech Republic,CZE,2009,6032.0,8904.0,8164.0,4336.0
Germany,DEU,2009,24220.0,85547.0,47462.0,92829.0
Djibouti,DJI,2009,58.0,,16.0,17.5
Dominica,DMA,2009,75.0,,77.0,13.0
Denmark,DNK,2009,9265.0,7037.0,5617.0,8968.0
Dominican Republic,DOM,2009,3992.0,415.0,4049.0,523.0
Algeria,DZA,2009,1912.0,1677.0,361.0,574.0
East Asia & Pacific (excluding high income),EAP,2009,108768.130648203,69671.4605299986,92037.93632267219,69871.9882949079
Early-demographic dividend,EAR,2009,159834.34614243303,103817.365635703,133027.743684186,105066.07434873599
East Asia & Pacific,EAS,2009,172899.870542761,213311.310795492,204625.45853576102,188196.74196926897
Europe & Central Asia (excluding high income),ECA,2009,102236.370255612,102863.398838041,58402.7203459612,44655.1526497966
Europe & Central Asia,ECS,2009,468111.99497433496,506737.16290829005,471208.36540810403,449261.842443395
Ecuador,ECU,2009,968.0,814.0,674.0,806.0
"Egypt, Arab Rep.",EGY,2009,11914.0,4716.0,11757.0,2941.0
Euro area,EMU,2009,277391.0,225147.84866555198,301942.917,265269.451
Eritrea,ERI,2009,79.0,,26.0,
Spain,ESP,2009,52178.0,12017.0,55748.0,17133.0
Estonia,EST,2009,2180.0,752.0,1090.0,605.0
Ethiopia,ETH,2009,427.0,,1119.0,139.0
European Union,EUU,2009,362912.0,387566.878223059,396699.917,381016.451
Fragile and conflict affected situations,FCS,2009,19978.827991383103,,16871.6567749375,14387.6976911223
Finland,FIN,2009,2220.0,5832.0,4070.0,5233.0
Fiji,FJI,2009,542.0,125.0,688.0,107.0
France,FRA,2009,76764.0,25140.0,58858.0,45050.0
Faroe Islands,FRO,2009,,,,
"Micronesia, Fed. Sts.",FSM,2009,47.5,,22.0,26.0
Gabon,GAB,2009,,,26.2,476.0
United Kingdom,GBR,2009,28199.0,58614.0,39044.0,74463.0
Georgia,GEO,2009,1500.0,1980.0,537.0,311.0
Ghana,GHA,2009,803.0,,849.0,948.0
Gibraltar,GIB,2009,,,,
Guinea,GIN,2009,,,4.9,28.0
"Gambia, The",GMB,2009,142.0,,64.0,12.0
Guinea-Bissau,GNB,2009,16.0,,12.0,26.0
Equatorial Guinea,GNQ,2009,,,,
Greece,GRC,2009,14915.0,3835.0,16027.0,4120.0
Grenada,GRD,2009,114.0,,112.0,10.0
Greenland,GRL,2009,,,,
Guatemala,GTM,2009,1393.0,651.0,1359.0,862.0
Guam,GUM,2009,1053.0,,,
Guyana,GUY,2009,141.0,,35.0,52.0
High income,HIC,2009,544197.420119933,630799.602836304,733865.8569502041,708374.08321557
"Hong Kong SAR, China",HKG,2009,16926.0,81958.0,20291.0,15547.0
Honduras,HND,2009,836.0,395.0,616.1,361.0
Heavily indebted poor countries (HIPC),HPC,2009,13795.3718269164,,9567.59361886397,8710.628302970292
Croatia,HRV,2009,8694.0,2497.0,9300.0,1042.0
Haiti,HTI,2009,387.0,,416.0,427.0
Hungary,HUN,2009,3228.0,16640.0,7013.0,3251.0
IBRD only,IBD,2009,332491.70994697005,273100.220258216,276348.653787914,203619.71805589003
IDA & IBRD total,IBT,2009,373265.14855200896,352052.18312095694,300605.938140221,225179.439675766
IDA total,IDA,2009,38864.748438180606,,24583.027716357603,21937.196538004
IDA blend,IDB,2009,9493.0,,5570.1,10536.9762444646
Indonesia,IDN,2009,6324.0,5053.0,6053.0,6908.0
IDA only,IDX,2009,29592.044469959998,,19757.8851894242,11413.731695551001
Isle of Man,IMN,2009,,,,
India,IND,2009,5168.0,11067.0,11136.0,9310.0
Not classified,INX,2009,,,,
Ireland,IRL,2009,7189.0,7047.0,8458.0,7934.0
"Iran, Islamic Rep.",IRN,2009,2116.0,,2259.0,8503.0
Iraq,IRQ,2009,1262.0,,1432.0,1221.0
Iceland,ISL,2009,494.0,259.0,550.0,534.0
Israel,ISR,2009,2321.0,4007.0,4924.0,4500.0
Italy,ITA,2009,43239.0,27490.0,40375.0,27947.0
Jamaica,JAM,2009,1831.0,,2070.0,259.0
Jordan,JOR,2009,3789.0,2054.0,3472.0,1202.0
Japan,JPN,2009,6790.0,15446.0,12537.0,34787.0
Kazakhstan,KAZ,2009,3774.0,5309.0,1185.0,1319.0
Kenya,KEN,2009,1392.0,,1124.0,227.0
Kyrgyz Republic,KGZ,2009,2451.0,2354.0,300.0,273.0
Cambodia,KHM,2009,2162.0,340.0,1463.0,163.0
Kiribati,KIR,2009,3.9,,3.9,11.7
St. Kitts and Nevis,KNA,2009,83.0,,83.0,11.0
"Korea, Rep.",KOR,2009,7818.0,9494.0,13289.0,16355.0
Kuwait,KWT,2009,297.0,,660.0,6799.0
Latin America & Caribbean (excluding high income),LAC,2009,54384.0,36689.9987071446,45174.1,40329.789145914496
Lao PDR,LAO,2009,1239.0,,271.0,91.0
Lebanon,LBN,2009,1844.0,,7157.0,4928.0
Liberia,LBR,2009,,,123.0,51.0
Libya,LBY,2009,,,159.0,1683.0
St. Lucia,LCA,2009,278.0,,296.0,47.0
Latin America & Caribbean,LCN,2009,69282.4988930949,41445.3390835397,62662.096735833096,45816.5249382358
Least developed countries: UN classification,LDC,2009,16686.6493693581,,11643.798972541901,7741.25672930678
Low income,LIC,2009,16730.1726296012,,13430.8294249638,5929.26828979028
Liechtenstein,LIE,2009,52.3,,,
Sri Lanka,LKA,2009,448.0,963.0,754.0,735.0
Lower middle income,LMC,2009,91243.35207093159,76279.2014276733,62603.7299645559,46945.2925284099
Low & middle income,LMY,2009,349746.556992938,295249.74612580903,276482.79702865996,214717.03890924697
Lesotho,LSO,2009,344.0,,30.0,247.0
Late-demographic dividend,LTE,2009,211772.011984207,205626.32679776102,188280.62985613602,161603.38945620498
Lithuania,LTU,2009,1341.0,1288.0,972.0,1119.0
Luxembourg,LUX,2009,847.0,1362.0,4546.0,3670.0
Latvia,LVA,2009,1323.0,3268.0,724.0,798.0
"Macao SAR, China",MAC,2009,10402.0,671.0,15182.0,714.0
St. Martin (French part),MAF,2009,,,,
Morocco,MAR,2009,8341.0,2293.0,7980.0,1713.0
Monaco,MCO,2009,265.0,,,
Moldova,MDA,2009,60.0,93.3,240.0,307.0
Madagascar,MDG,2009,163.0,,328.0,225.0
Maldives,MDV,2009,656.0,,1473.0,212.0
Middle East & North Africa,MEA,2009,75990.7818223975,,71509.24877924711,72353.7716007395
Mexico,MEX,2009,22346.0,14104.0,12542.0,8737.0
Marshall Islands,MHL,2009,5.4,,3.1,24.55
Middle income,MIC,2009,330650.02051046904,264246.139821995,265243.974102265,208889.848122714
North Macedonia,MKD,2009,259.0,,232.0,150.0
Mali,MLI,2009,160.0,,196.0,191.0
Malta,MLT,2009,1182.0,264.0,899.0,291.0
Myanmar,MMR,2009,763.0,,75.0,52.0
Middle East & North Africa (excluding high income),MNA,2009,47445.8937966748,,42990.0,24996.5
Montenegro,MNE,2009,1044.0,,792.0,76.0
Mongolia,MNG,2009,412.0,,253.0,242.0
Northern Mariana Islands,MNP,2009,345.0,,,
Mozambique,MOZ,2009,1461.0,,217.0,247.0
Mauritania,MRT,2009,,,,
Mauritius,MUS,2009,871.0,196.0,1390.0,384.0
Malawi,MWI,2009,755.0,,46.0,91.0
Malaysia,MYS,2009,23646.0,,17231.0,7196.0
North America,NAC,2009,71076.0,88350.7544032663,161936.0,133425.0
Namibia,NAM,2009,980.0,,512.0,40.0
New Caledonia,NCL,2009,99.0,119.0,236.0,330.0
Niger,NER,2009,66.0,,69.0,84.0
Nigeria,NGA,2009,1414.0,,791.0,6236.0
Nicaragua,NIC,2009,932.0,858.0,336.0,256.0
Netherlands,NLD,2009,9921.0,18340.0,12063.0,18628.0
Norway,NOR,2009,4346.0,6640.0,4949.0,13221.0
Nepal,NPL,2009,510.0,589.0,439.0,572.0
Nauru,NRU,2009,,,,
New Zealand,NZL,2009,2373.0,1918.0,5979.0,2580.0
OECD members,OED,2009,501640.0,527670.593106843,666711.0,630196.0
Oman,OMN,2009,1521.0,1645.0,1092.0,1295.0
Other small states,OSS,2009,26218.896897490602,,,9146.781939283359
Pakistan,PAK,2009,855.0,,950.0,1098.0
Panama,PAN,2009,1200.0,336.0,2280.0,503.0
Peru,PER,2009,2140.0,1891.0,2440.0,1404.0
Philippines,PHL,2009,3017.0,3188.0,2916.0,4056.0
Palau,PLW,2009,71.0,,76.0,16.1
Papua New Guinea,PNG,2009,121.0,,2.1,132.0
Poland,POL,2009,11890.0,39270.0,9889.0,7891.0
Pre-demographic dividend,PRE,2009,13679.789928070599,,9929.89719982782,14696.8909075392
Puerto Rico,PRI,2009,3183.0,1116.0,3176.0,1386.0
"Korea, Dem. People’s Rep.",PRK,2009,,,,
Portugal,PRT,2009,6439.0,,12344.0,4605.0
Paraguay,PRY,2009,439.0,288.0,225.0,231.0
West Bank and Gaza,PSE,2009,396.0,,193.0,479.0
Pacific island small states,PSS,2009,962.452238306965,,1189.6347177034,303.728337000491
Post-demographic dividend,PST,2009,494445.0,564749.571358796,665795.0,631506.2795646479
French Polynesia,PYF,2009,160.0,88.0,618.0,339.0
Qatar,QAT,2009,1481.6,,,
Romania,ROU,2009,7575.0,11723.0,1688.0,1766.0
Russian Federation,RUS,2009,21339.0,34276.0,12369.0,23785.0
Rwanda,RWA,2009,502.0,,223.0,148.0
South Asia,SAS,2009,8065.42613149744,16943.5217787288,14969.0,12682.0
Saudi Arabia,SAU,2009,10897.0,6032.0,6744.0,21312.0
Sudan,SDN,2009,420.0,,231.0,868.0
Senegal,SEN,2009,810.0,,474.0,258.0
Singapore,SGP,2009,7488.0,6961.0,9225.0,15704.0
Solomon Islands,SLB,2009,18.3,,39.3,37.8
Sierra Leone,SLE,2009,37.0,72.0,25.0,26.0
El Salvador,SLV,2009,1091.0,1345.0,549.0,253.0
San Marino,SMR,2009,151.0,,,
Somalia,SOM,2009,,,,
Serbia,SRB,2009,645.0,,986.0,1105.0
Sub-Saharan Africa (excluding high income),SSA,2009,28171.920310643298,,23158.8650474236,22861.398326873797
South Sudan,SSD,2009,,,,
Sub-Saharan Africa,SSF,2009,28335.3319373977,,23532.0542148508,22916.6059878784
Small states,SST,2009,32477.5749680261,,,10642.145948457399
Sao Tome and Principe,STP,2009,15.2,,8.3,0.41
Suriname,SUR,2009,151.0,,70.0,35.0
Slovak Republic,SVK,2009,1298.0,3230.0,2539.0,2249.0
Slovenia,SVN,2009,1824.0,2586.0,2735.0,1456.0
Sweden,SWE,2009,4899.0,11699.0,9769.0,12075.0
Eswatini,SWZ,2009,908.0,1245.0,40.1,98.0
Sint Maarten (Dutch part),SXM,2009,440.0,,619.0,104.0
Seychelles,SYC,2009,158.0,49.0,349.0,56.0
Syrian Arab Republic,SYR,2009,6092.0,5215.0,3781.0,980.0
Turks and Caicos Islands,TCA,2009,351.0,,,
Chad,TCD,2009,70.0,66.0,,
East Asia & Pacific (IDA & IBRD countries),TEA,2009,107458.65411161802,68801.0010215601,91997.85628221871,69755.547331957
Europe & Central Asia (IDA & IBRD countries),TEC,2009,122972.597759833,149177.76696163797,77643.9284936423,53526.4260729889
Togo,TGO,2009,150.0,,73.0,94.0
Thailand,THA,2009,14150.0,4653.0,19811.0,5744.0
Tajikistan,TJK,2009,207.0,,19.5,5.8
Turkmenistan,TKM,2009,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2009,58730.0,39892.7815122976,49981.1,42403.0
Timor-Leste,TLS,2009,44.0,,16.0,69.0
Middle East & North Africa (IDA & IBRD countries),TMN,2009,47052.8091541201,,42797.0,24517.5
Tonga,TON,2009,45.7,,18.4,19.8
South Asia (IDA & IBRD),TSA,2009,8065.42613149744,16943.5217787288,14969.0,12682.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,2009,28335.3319373977,,23532.0542148508,22916.6059878784
Trinidad and Tobago,TTO,2009,419.0,270.0,548.0,136.0
Tunisia,TUN,2009,7797.0,2623.0,3524.0,478.0
Turkey,TUR,2009,30187.0,5561.0,26331.0,5061.0
Tuvalu,TUV,2009,1.6,,1.5,7.5
Tanzania,TZA,2009,695.0,,1192.0,806.0
Uganda,UGA,2009,807.0,311.0,683.0,351.0
Ukraine,UKR,2009,20798.0,15334.0,4349.0,3751.0
Upper middle income,UMC,2009,239788.920050692,176413.13727467,202612.631903304,161939.693062048
Uruguay,URY,2009,2055.0,826.0,1460.0,442.0
United States,USA,2009,55103.0,62130.0,146002.0,102953.0
Uzbekistan,UZB,2009,1215.0,,99.0,
St. Vincent and the Grenadines,VCT,2009,75.0,,88.0,14.0
"Venezuela, RB",VEN,2009,562.0,1651.0,1053.0,3019.0
British Virgin Islands,VGB,2009,309.0,140.0,374.0,
Virgin Islands (U.S.),VIR,2009,563.0,,1021.0,
Vietnam,VNM,2009,3747.0,,3050.0,1100.0
Vanuatu,VUT,2009,100.7,20.0,214.0,28.0
World,WLD,2009,897533.847971687,1059959.00197014,1010312.99570545,923536.6805562859
Samoa,WSM,2009,122.0,43.0,115.2,20.0
Kosovo,XKX,2009,,,,
"Yemen, Rep.",YEM,2009,1028.0,,899.0,277.0
South Africa,ZAF,2009,7012.0,,8684.0,6421.0
Zambia,ZMB,2009,710.0,,474.0,143.0
Zimbabwe,ZWE,2009,2017.0,631.0,129.0,167.0
Aruba,ABW,2010,824.0,,1254.0,261.0
Afghanistan,AFG,2010,,,147.0,106.0
Angola,AGO,2010,425.0,,726.0,275.0
Albania,ALB,2010,2191.0,3443.0,1778.0,1452.0
Andorra,AND,2010,1808.0,,,
Arab World,ARB,2010,84595.14947481122,,74155.8285809307,65421.974653089404
United Arab Emirates,ARE,2010,,,8577.0,11818.0
Argentina,ARG,2010,5325.0,5307.0,5605.0,6448.0
Armenia,ARM,2010,684.0,563.0,694.0,641.0
American Samoa,ASM,2010,23.1,,,
Antigua and Barbuda,ATG,2010,230.0,,298.0,51.0
Australia,AUS,2010,5790.0,7103.0,31064.0,27851.0
Austria,AUT,2010,22004.0,9882.0,18758.0,10122.0
Azerbaijan,AZE,2010,1280.0,3176.0,792.0,856.0
Burundi,BDI,2010,142.0,,2.1,35.0
Belgium,BEL,2010,7186.0,8801.0,11395.0,18866.0
Benin,BEN,2010,199.0,,149.4,91.0
Burkina Faso,BFA,2010,274.0,,105.0,110.0
Bangladesh,BGD,2010,303.0,1913.0,103.0,835.0
Bulgaria,BGR,2010,6047.0,3676.0,3807.0,975.0
Bahrain,BHR,2010,11952.0,,2163.0,684.0
"Bahamas, The",BHS,2010,1370.0,,2159.0,369.0
Bosnia and Herzegovina,BIH,2010,365.0,,662.0,247.0
Belarus,BLR,2010,119.3,415.0,665.0,748.0
Belize,BLZ,2010,242.0,,264.0,39.0
Bermuda,BMU,2010,232.0,,442.0,417.0
Bolivia,BOL,2010,679.0,604.0,339.0,421.0
Brazil,BRA,2010,5161.0,6457.0,5522.0,18883.0
Barbados,BRB,2010,532.0,,1074.0,351.0
Brunei Darussalam,BRN,2010,214.0,,,
Bhutan,BTN,2010,41.0,,64.0,43.0
Botswana,BWA,2010,1973.0,,512.1,298.5
Central African Republic,CAF,2010,53.8,38.0,14.4,67.0
Canada,CAN,2010,16219.0,28680.0,18438.0,36975.0
Central Europe and the Baltics,CEB,2010,53509.0,95233.0,46156.0,25737.0
Switzerland,CHE,2010,8628.0,10011.0,17614.0,13460.0
Channel Islands,CHI,2010,,,,
Chile,CHL,2010,2801.0,2218.7,2362.0,1736.0
China,CHN,2010,55664.0,57386.0,45814.0,54880.0
Cote d'Ivoire,CIV,2010,252.0,,213.0,569.0
Cameroon,CMR,2010,573.0,,171.0,265.0
"Congo, Dem. Rep.",COD,2010,81.0,,10.7,150.0
"Congo, Rep.",COG,2010,101.0,,39.0,312.0
Colombia,COL,2010,1405.0,2342.0,3441.0,3188.0
Comoros,COM,2010,15.3,,35.2,33.2
Cabo Verde,CPV,2010,336.0,,387.0,138.0
Costa Rica,CRI,2010,2100.0,662.0,2426.0,629.0
Caribbean small states,CSS,2010,5704.0,,7360.0,1355.0
Cuba,CUB,2010,2507.0,251.0,2396.0,
Curacao,CUW,2010,342.0,,438.0,282.0
Cayman Islands,CYM,2010,288.0,,465.0,129.0
Cyprus,CYP,2010,2173.0,1246.0,2424.675,1610.804
Czech Republic,CZE,2010,6334.0,8673.0,8068.0,4354.0
Germany,DEU,2010,26875.0,85872.0,49126.0,90882.0
Djibouti,DJI,2010,51.0,,18.0,20.5
Dominica,DMA,2010,77.0,,94.0,13.0
Denmark,DNK,2010,9425.0,7726.0,5704.0,9082.0
Dominican Republic,DOM,2010,4125.0,401.0,4162.0,662.0
Algeria,DZA,2010,2070.0,1757.0,324.0,716.0
East Asia & Pacific (excluding high income),EAP,2010,119849.435972661,84147.5753259072,107161.16858075399,87620.62864804499
Early-demographic dividend,EAR,2010,177794.91933711397,128725.730386272,150891.09139125198,119239.344912217
East Asia & Pacific,EAS,2010,195018.784765336,244826.606308854,250379.268463969,227216.07444966398
Europe & Central Asia (excluding high income),ECA,2010,105418.018187749,110375.85692620701,59434.600854463795,51922.2415716839
Europe & Central Asia,ECS,2010,480591.39795140596,517427.262120143,467643.84345173294,456290.07575428206
Ecuador,ECU,2010,1047.0,899.0,786.0,863.0
"Egypt, Arab Rep.",EGY,2010,14051.0,4618.0,13633.0,2696.0
Euro area,EMU,2010,284018.0,227063.091111759,295117.675,261194.804
Eritrea,ERI,2010,84.0,,,
Spain,ESP,2010,52677.0,12379.0,54305.0,16930.0
Estonia,EST,2010,2511.0,955.0,1065.0,633.0
Ethiopia,ETH,2010,468.0,,1434.0,143.0
European Union,EUU,2010,371843.0,388360.513800417,390458.675,378119.804
Fragile and conflict affected situations,FCS,2010,24184.4823002349,,21277.711640899102,16111.7761138039
Finland,FIN,2010,2319.0,6633.0,4497.0,5269.0
Fiji,FJI,2010,632.0,128.0,825.0,102.0
France,FRA,2010,76647.0,25041.0,56187.0,46704.0
Faroe Islands,FRO,2010,,,,
"Micronesia, Fed. Sts.",FSM,2010,44.7,,24.0,28.0
Gabon,GAB,2010,,,89.0,560.0
United Kingdom,GBR,2010,28295.0,55562.0,40526.0,73786.0
Georgia,GEO,2010,2032.0,2086.0,737.0,329.0
Ghana,GHA,2010,931.0,,706.0,882.0
Gibraltar,GIB,2010,,,,
Guinea,GIN,2010,12.4,,2.04,17.0
"Gambia, The",GMB,2010,91.0,,80.0,14.0
Guinea-Bissau,GNB,2010,22.3,,13.6,29.5
Equatorial Guinea,GNQ,2010,,,,
Greece,GRC,2010,15007.0,3799.0,13858.0,3401.0
Grenada,GRD,2010,110.0,,112.0,10.0
Greenland,GRL,2010,,,,
Guatemala,GTM,2010,1384.0,694.0,1378.0,1002.0
Guam,GUM,2010,1197.0,,,
Guyana,GUY,2010,152.0,,80.0,73.0
High income,HIC,2010,574204.481799173,658414.901745096,789686.030430633,746733.280062636
"Hong Kong SAR, China",HKG,2010,20085.0,84442.0,27208.0,17357.0
Honduras,HND,2010,863.0,408.0,626.7,406.0
Heavily indebted poor countries (HIPC),HPC,2010,14971.2332122056,,9820.739384067909,8628.89985674415
Croatia,HRV,2010,9111.0,1873.0,8299.0,861.0
Haiti,HTI,2010,255.0,,383.0,431.0
Hungary,HUN,2010,3462.0,16082.0,6595.0,2897.0
IBRD only,IBD,2010,358161.891552442,306246.514004095,303722.132726701,244542.43533717497
IDA & IBRD total,IBT,2010,403046.708617027,392642.090185396,332591.20377301,269612.633658114
IDA total,IDA,2010,42858.50547472829,,29344.1177184113,25489.0877689852
IDA blend,IDB,2010,10053.0,,6169.4,12700.2745485421
Indonesia,IDN,2010,7003.0,6235.0,7618.0,8432.0
IDA only,IDX,2010,33076.052329226004,,24134.7695525731,12796.7680587674
Isle of Man,IMN,2010,,,,
India,IND,2010,5776.0,12988.0,14490.0,10490.0
Not classified,INX,2010,,,,
Ireland,IRL,2010,7134.0,6917.0,8187.0,7178.0
"Iran, Islamic Rep.",IRN,2010,2938.0,,2631.0,10570.0
Iraq,IRQ,2010,1518.0,,1736.0,1675.0
Iceland,ISL,2010,489.0,299.0,562.0,599.0
Israel,ISR,2010,2803.0,4269.0,5621.0,4683.0
Italy,ITA,2010,43626.0,28188.0,38438.0,26908.0
Jamaica,JAM,2010,1922.0,,2095.0,235.0
Jordan,JOR,2010,4207.0,2708.0,4390.0,1736.0
Japan,JPN,2010,8611.0,16637.0,15356.0,39306.0
Kazakhstan,KAZ,2010,4097.0,5893.0,1236.0,1489.0
Kenya,KEN,2010,1470.0,,1620.0,212.0
Kyrgyz Republic,KGZ,2010,1224.0,1342.0,212.0,275.0
Cambodia,KHM,2010,2508.0,505.0,1671.0,131.0
Kiribati,KIR,2010,4.7,,4.3,10.1
St. Kitts and Nevis,KNA,2010,98.0,,90.0,13.0
"Korea, Rep.",KOR,2010,8798.0,12488.0,14367.0,20788.0
Kuwait,KWT,2010,207.0,,574.0,7106.0
Latin America & Caribbean (excluding high income),LAC,2010,56678.0,39551.2395823142,47364.7,48459.469381336
Lao PDR,LAO,2010,1670.0,1686.0,385.0,215.0
Lebanon,LBN,2010,2168.0,,8026.0,4868.0
Liberia,LBR,2010,,,,
Libya,LBY,2010,,,170.0,2184.0
St. Lucia,LCA,2010,306.0,,309.0,48.0
Latin America & Caribbean,LCN,2010,72043.63833569421,44765.668143062,65966.595030949,54168.358408863
Least developed countries: UN classification,LDC,2010,18551.4855210066,,13117.4681292029,8432.54047671156
Low income,LIC,2010,20060.801543165,,18080.6815078956,6734.3349676075295
Liechtenstein,LIE,2010,49.8,,,
Sri Lanka,LKA,2010,654.0,1122.0,1044.0,828.0
Lower middle income,LMC,2010,98824.0256250008,80413.6639204253,72891.6402242159,55079.3275152401
Low & middle income,LMY,2010,378394.393496732,330370.55420408305,309101.508440599,257945.64888389898
Lesotho,LSO,2010,426.0,,23.0,278.0
Late-demographic dividend,LTE,2010,225235.42465655203,228133.97849250401,205891.93058476897,191484.51305484198
Lithuania,LTU,2010,1507.0,1411.0,958.0,849.0
Luxembourg,LUX,2010,805.0,1237.0,4519.0,3626.0
Latvia,LVA,2010,1373.0,3332.0,640.0,648.0
"Macao SAR, China",MAC,2010,11926.0,753.0,22688.0,883.0
St. Martin (French part),MAF,2010,,,,
Morocco,MAR,2010,9288.0,2175.0,8176.0,1879.0
Monaco,MCO,2010,279.0,,,
Moldova,MDA,2010,64.0,117.2,222.0,298.0
Madagascar,MDG,2010,196.0,,425.0,216.0
Maldives,MDV,2010,792.0,,1713.0,252.0
Middle East & North Africa,MEA,2010,87833.704899616,,82970.6764550504,79686.37696218041
Mexico,MEX,2010,23290.0,14334.0,12628.0,9001.0
Marshall Islands,MHL,2010,4.6,,3.7,21.99
Middle income,MIC,2010,356024.89596938394,295061.066451394,294222.009897709,251301.45629953602
North Macedonia,MKD,2010,262.0,,199.0,131.0
Mali,MLI,2010,169.0,,208.0,167.0
Malta,MLT,2010,1339.0,294.0,1066.0,309.0
Myanmar,MMR,2010,792.0,,91.0,53.0
Middle East & North Africa (excluding high income),MNA,2010,55256.542450006105,,50589.0,29326.5
Montenegro,MNE,2010,1088.0,,765.0,72.0
Mongolia,MNG,2010,456.0,,288.0,319.0
Northern Mariana Islands,MNP,2010,375.0,,,
Mozambique,MOZ,2010,1718.0,,135.0,247.0
Mauritania,MRT,2010,,,,
